AUDIENCE,COMPARISON_POPULATION,COMMUNITY,PERC_AUDIENCE,MEDIAN_SPEND_PER_CUSTOMER,SPC,SPP,PPC,PERC_COMPARISON,COMPARISON_MEDIAN_SPEND_PER_CUSTOMER,COMPARISON_SPC,COMPARISON_SPP,COMPARISON_PPC,PERC_INDEX,SPC_INDEX,SPP_INDEX,PPC_INDEX,COMPOSITE_INDEX
Seattle Reign FC,General Population,High-Value Low-Price Gyms,0.053663,13.45,119.38,20.21,5.907699,0.036928,38.34,179.19,23.26,7.703467,145.32,66.62,86.88,76.69,93.8775
Seattle Reign FC,Local Gen Pop (Excl. Seattle Reign Fans),High-Value Low-Price Gyms,0.053663,13.45,119.38,20.21,5.907699,0.033979,13.6,148.12,22.61,6.550185,157.93,80.59,89.37,90.19,104.52
Seattle Reign FC,Other Seattle/Washington Sports Fans,High-Value Low-Price Gyms,0.053663,13.45,119.38,20.21,5.907699,0.046939,11.13,108.13,19.64,5.506379,114.32,110.41,102.92,107.29,108.735
Seattle Reign FC,NWSL Fans,High-Value Low-Price Gyms,0.053663,13.45,119.38,20.21,5.907699,0.094010,14.35,232.37,22.09,10.517007,57.08,51.38,91.47,56.17,64.025
2025 Single Match Attendee,Local Gen Pop (Excl. Seattle Reign Fans),Golfers,0.053388,45.18,1011.75,152.50,6.634615,0.041127,50.54,414.81,127.19,3.261374,129.81,243.91,119.9,203.43,174.2625
2025 Single Match Attendee,General Population,Golfers,0.053388,45.18,1011.75,152.50,6.634615,0.040379,115.21,355.4,105.17,3.379355,132.22,284.68,145,196.33,189.5575
2025 Single Match Attendee,NWSL Fans,Golfers,0.053388,45.18,1011.75,152.50,6.634615,0.146849,37.59,415.85,94.18,4.415659,36.36,243.3,161.93,150.25,147.96
2025 Single Match Attendee,Other Seattle/Washington Sports Fans,Golfers,0.053388,45.18,1011.75,152.50,6.634615,0.098639,52.07,498.25,145.38,3.427292,54.12,203.06,104.9,193.58,138.915
2025 Single Match Attendee,General Population,Political,0.053388,25.15,2391.47,234.64,10.192308,0.027454,77.04,374.49,30.25,12.379805,194.46,638.59,775.67,82.33,422.7625
2025 Single Match Attendee,NWSL Fans,Political,0.053388,25.15,2391.47,234.64,10.192308,0.086862,16.32,371.59,45.07,8.245503,61.46,643.58,520.66,123.61,337.3275
2025 Single Match Attendee,Local Gen Pop (Excl. Seattle Reign Fans),Political,0.053388,25.15,2391.47,234.64,10.192308,0.057121,12.47,480.5,30.17,15.927265,93.46,497.71,777.77,63.99,358.2325
2025 Single Match Attendee,Other Seattle/Washington Sports Fans,Political,0.053388,25.15,2391.47,234.64,10.192308,0.099366,16.82,471.76,44.24,10.663472,53.73,506.93,530.37,95.58,296.6525
Seattle Reign FC,General Population,Lego Covers,0.053041,56.68,361.14,125.53,2.876884,0.015648,76.08,264.52,110.84,2.386561,338.96,136.53,113.26,120.55,177.325
Seattle Reign FC,NWSL Fans,Lego Covers,0.053041,56.68,361.14,125.53,2.876884,0.063361,38.49,296.3,102.51,2.890516,83.71,121.88,122.46,99.53,106.895
Seattle Reign FC,Local Gen Pop (Excl. Seattle Reign Fans),Lego Covers,0.053041,56.68,361.14,125.53,2.876884,0.024630,57.58,319.29,123.01,2.595665,215.35,113.11,102.05,110.83,135.335
Seattle Reign FC,Other Seattle/Washington Sports Fans,Lego Covers,0.053041,56.68,361.14,125.53,2.876884,0.055883,57.91,334.23,119.09,2.806571,94.91,108.05,105.41,102.51,102.72
Past Single Match Attendee,NWSL Fans,Hunters,0.052862,68.91,655.96,120.62,5.438017,0.114275,68.86,419.78,136.34,3.078906,46.26,156.26,88.47,176.62,116.9025
Past Single Match Attendee,Local Gen Pop (Excl. Seattle Reign Fans),Hunters,0.052862,68.91,655.96,120.62,5.438017,0.105711,81.36,620.95,160.42,3.870645,50.01,105.64,75.19,140.49,92.8325
Past Single Match Attendee,Other Seattle/Washington Sports Fans,Hunters,0.052862,68.91,655.96,120.62,5.438017,0.141474,86.32,666.03,166.56,3.998612,37.37,98.49,72.42,136,86.07
Past Single Match Attendee,General Population,Hunters,0.052862,68.91,655.96,120.62,5.438017,0.073302,136.33,479.43,142.78,3.357878,72.12,136.82,84.48,161.95,113.8425
Past Season Ticket Member,NWSL Fans,Cultural Arts,0.052632,45.64,253.85,111.69,2.272727,0.167022,29.72,155.05,72.01,2.153184,31.51,163.72,155.11,105.55,113.9725
Past Season Ticket Member,Other Seattle/Washington Sports Fans,Cultural Arts,0.052632,45.64,253.85,111.69,2.272727,0.117980,46.72,159.04,94.85,1.676874,44.61,159.61,117.76,135.53,114.3775
Past Season Ticket Member,Local Gen Pop (Excl. Seattle Reign Fans),Cultural Arts,0.052632,45.64,253.85,111.69,2.272727,0.049498,42.66,147.83,87.93,1.68117,106.33,171.71,127.01,135.19,135.06
Past Season Ticket Member,General Population,Cultural Arts,0.052632,45.64,253.85,111.69,2.272727,0.031246,71.63,146.42,78.48,1.865793,168.44,173.37,142.32,121.81,151.485
Past Season Ticket Member,NWSL Fans,Fishing Fanatics,0.052632,78.64,263.36,90.53,2.909091,0.137639,62.39,328.12,112.41,2.918974,38.24,80.26,80.54,99.66,74.675
Past Season Ticket Member,Local Gen Pop (Excl. Seattle Reign Fans),Fishing Fanatics,0.052632,78.64,263.36,90.53,2.909091,0.113743,66.01,431.05,127.9,3.370324,46.27,61.1,70.78,86.31,66.115
Past Season Ticket Member,General Population,Fishing Fanatics,0.052632,78.64,263.36,90.53,2.909091,0.077480,117.93,342.97,115.9,2.959104,67.93,76.79,78.11,98.31,80.285
Past Season Ticket Member,Other Seattle/Washington Sports Fans,Fishing Fanatics,0.052632,78.64,263.36,90.53,2.909091,0.159048,69.15,489.27,135.33,3.615247,33.09,53.83,66.89,80.47,58.57
Past Season Ticket Member,Local Gen Pop (Excl. Seattle Reign Fans),Home Chefs,0.052632,67.16,178.43,78.51,2.272727,0.048465,69.37,426.76,91.99,4.639092,108.60,41.81,85.34,48.99,71.185
Past Season Ticket Member,General Population,Home Chefs,0.052632,67.16,178.43,78.51,2.272727,0.028297,91.48,324.09,82.37,3.934395,186.00,55.05,95.31,57.77,98.5325
Past Season Ticket Member,NWSL Fans,Home Chefs,0.052632,67.16,178.43,78.51,2.272727,0.121837,60.57,357.09,77.65,4.598584,43.20,49.97,101.1,49.42,60.9225
Past Season Ticket Member,Other Seattle/Washington Sports Fans,Home Chefs,0.052632,67.16,178.43,78.51,2.272727,0.101624,72.76,480.33,95.24,5.043571,51.79,37.15,82.44,45.06,54.11
Past Season Ticket Member,General Population,NBA,0.052632,26.84,69.21,28.20,2.454545,0.021093,60.94,189.05,72.26,2.616175,249.52,36.61,39.02,93.82,104.7425
Past Season Ticket Member,NWSL Fans,NBA,0.052632,26.84,69.21,28.20,2.454545,0.285202,25.17,184,44.23,4.160186,18.45,37.61,63.76,59,44.705
Past Season Ticket Member,Local Gen Pop (Excl. Seattle Reign Fans),NBA,0.052632,26.84,69.21,28.20,2.454545,0.043621,23.46,131.23,43.3,3.03095,120.66,52.74,65.13,80.98,79.8775
Past Season Ticket Member,Other Seattle/Washington Sports Fans,NBA,0.052632,26.84,69.21,28.20,2.454545,0.090814,23.3,159.26,45.99,3.463351,57.96,43.46,61.32,70.87,58.4025
Current Season Ticket Member,Local Gen Pop (Excl. Seattle Reign Fans),Foodies,0.052434,49.16,132.31,40.27,3.285714,0.018860,19.88,212.25,47.46,4.472332,278.02,62.34,84.85,73.47,124.67
Current Season Ticket Member,General Population,Foodies,0.052434,49.16,132.31,40.27,3.285714,0.015645,37.12,151.85,45.69,3.323247,335.15,87.13,88.13,98.87,152.32
Current Season Ticket Member,NWSL Fans,Foodies,0.052434,49.16,132.31,40.27,3.285714,0.110240,18.48,141.93,36.89,3.84755,47.56,93.22,109.17,85.4,83.8375
Current Season Ticket Member,Other Seattle/Washington Sports Fans,Foodies,0.052434,49.16,132.31,40.27,3.285714,0.038721,15.19,245.64,42.37,5.796907,135.41,53.86,95.03,56.68,85.245
2025 Single Match Buyer,NWSL Fans,Theme Parkers,0.134940,24.34,570.51,72.61,7.857143,0.477071,21.84,791.16,62.54,12.649612,28.29,72.11,116.09,62.11,69.65
2025 Single Match Buyer,Local Gen Pop (Excl. Seattle Reign Fans),Theme Parkers,0.134940,24.34,570.51,72.61,7.857143,0.132274,22.8,618,84.65,7.300368,102.02,92.32,85.77,107.63,96.935
2025 Single Match Buyer,Other Seattle/Washington Sports Fans,Theme Parkers,0.134940,24.34,570.51,72.61,7.857143,0.242686,24.6,755.84,92.04,8.212387,55.60,75.48,78.89,95.67,76.41
2025 Single Match Buyer,General Population,Theme Parkers,0.134940,24.34,570.51,72.61,7.857143,0.124959,128.93,560.04,76.23,7.346858,107.99,101.87,95.25,106.95,103.015
Current Season Ticket Member,Other Seattle/Washington Sports Fans,Youth Sports,0.134831,37.62,703.89,67.75,10.388889,0.214391,38.35,595.56,72.07,8.263269,62.89,118.19,94,125.72,100.2
Current Season Ticket Member,NWSL Fans,Youth Sports,0.134831,37.62,703.89,67.75,10.388889,0.251211,20,480.11,56.77,8.457727,53.67,146.61,119.35,122.83,110.615
Current Season Ticket Member,Local Gen Pop (Excl. Seattle Reign Fans),Youth Sports,0.134831,37.62,703.89,67.75,10.388889,0.100650,34.28,476.74,68.57,6.952815,133.96,147.65,98.81,149.42,132.46
Current Season Ticket Member,General Population,Youth Sports,0.134831,37.62,703.89,67.75,10.388889,0.073750,62.27,340.76,52.26,6.520275,182.82,206.57,129.64,159.33,169.59
2025 Single Match Buyer,General Population,Hockey,0.134137,24.31,182.23,41.63,4.377246,0.029613,57.45,194.58,54.08,3.598115,452.97,93.65,76.98,121.65,186.3125
Single Match Buyers and Attendees,Other Seattle/Washington Sports Fans,NASCAR,0.002396,18.58,174.04,49.44,3.520000,0.005704,31.03,190.14,59.75,3.182444,42.01,91.53,82.75,110.61,81.725
Single Match Buyers and Attendees,General Population,NASCAR,0.002396,18.58,174.04,49.44,3.520000,0.003538,64.31,197.65,74.23,2.662624,67.72,88.05,66.6,132.2,88.6425
Single Match Buyers and Attendees,Local Gen Pop (Excl. Seattle Reign Fans),People With Disabilities,0.002204,94.23,283.59,191.84,1.478261,0.002536,83.74,1011.64,503.58,2.008909,86.91,28.03,38.1,73.59,56.6575
Full Matched Fanbase,NWSL Fans,Foodies,0.032078,15.11,204.20,39.25,5.202632,0.110240,18.48,141.93,36.89,3.84755,29.10,143.87,106.4,135.22,103.6475
Full Matched Fanbase,General Population,Foodies,0.032078,15.11,204.20,39.25,5.202632,0.015645,37.12,151.85,45.69,3.323247,205.04,134.48,85.9,156.55,145.4925
Full Matched Fanbase,Other Seattle/Washington Sports Fans,Foodies,0.032078,15.11,204.20,39.25,5.202632,0.038721,15.19,245.64,42.37,5.796907,82.84,83.13,92.63,89.75,87.0875
Full Matched Fanbase,Local Gen Pop (Excl. Seattle Reign Fans),Foodies,0.032078,15.11,204.20,39.25,5.202632,0.018860,19.88,212.25,47.46,4.472332,170.08,96.21,82.71,116.33,116.3325
Full Matched Fanbase,NWSL Fans,Youth Sports - Soccer,0.031910,83.84,608.40,135.84,4.478836,0.091495,82.8,501.38,125.22,4.004034,34.88,121.35,108.48,111.86,94.1425
Full Matched Fanbase,Local Gen Pop (Excl. Seattle Reign Fans),Youth Sports - Soccer,0.031910,83.84,608.40,135.84,4.478836,0.006318,89.18,450.16,147.77,3.046267,505.06,135.15,91.92,147.03,219.79
Full Matched Fanbase,Other Seattle/Washington Sports Fans,Youth Sports - Soccer,0.031910,83.84,608.40,135.84,4.478836,0.018467,86.71,505.48,141.32,3.576821,172.79,120.36,96.12,125.22,128.6225
Full Matched Fanbase,General Population,Youth Sports - Soccer,0.031910,83.84,608.40,135.84,4.478836,0.004302,167.73,341.04,129.39,2.635749,741.75,178.39,104.98,169.93,298.7625
Past Single Match Attendee,Local Gen Pop (Excl. Seattle Reign Fans),Hyper Hydration,0.031892,43.46,172.34,62.90,2.739726,0.025681,51.89,183.18,82.42,2.222436,124.19,94.08,76.31,123.28,104.465
Past Single Match Attendee,General Population,Hyper Hydration,0.031892,43.46,172.34,62.90,2.739726,0.017467,64.13,167.46,80.96,2.06841,182.58,102.92,77.69,132.46,123.9125
Past Single Match Attendee,NWSL Fans,Hyper Hydration,0.031892,43.46,172.34,62.90,2.739726,0.067159,49.51,152.13,71.2,2.136525,47.49,113.28,88.34,128.23,94.335
Past Single Match Attendee,Other Seattle/Washington Sports Fans,Hyper Hydration,0.031892,43.46,172.34,62.90,2.739726,0.056874,52.03,208.56,90.52,2.303988,56.07,82.63,69.49,118.91,81.775
2025 Single Match Attendee,Other Seattle/Washington Sports Fans,International Travelers,0.031828,250.26,3543.14,892.99,3.967742,0.067949,157.64,3338.28,561.53,5.94495,46.84,106.14,159.03,66.74,94.6875
2025 Single Match Attendee,General Population,International Travelers,0.031828,250.26,3543.14,892.99,3.967742,0.023475,671.79,2147.57,608.44,3.529647,135.58,164.98,146.77,112.41,139.935
2025 Single Match Attendee,NWSL Fans,International Travelers,0.031828,250.26,3543.14,892.99,3.967742,0.082040,142.38,2155.97,517.62,4.165118,38.80,164.34,172.52,95.26,117.73
2025 Single Match Attendee,Local Gen Pop (Excl. Seattle Reign Fans),International Travelers,0.031828,250.26,3543.14,892.99,3.967742,0.040907,202.93,2893.51,676.42,4.277695,77.81,122.45,132.02,92.75,106.2575
Email/Marketing Lead Only,Local Gen Pop (Excl. Seattle Reign Fans),Sports Bettor,0.031657,10.62,698.98,24.76,28.235294,0.023517,21.68,2642.28,61.41,43.029424,134.61,26.45,40.32,65.62,66.75
Email/Marketing Lead Only,General Population,Sports Bettor,0.031657,10.62,698.98,24.76,28.235294,0.041916,131.93,3506.52,60.07,58.369716,75.52,19.93,41.22,48.37,46.26
Email/Marketing Lead Only,NWSL Fans,Sports Bettor,0.031657,10.62,698.98,24.76,28.235294,0.131582,20.77,2753.95,52.69,52.262289,24.06,25.38,46.99,54.03,37.615
Email/Marketing Lead Only,Other Seattle/Washington Sports Fans,Sports Bettor,0.031657,10.62,698.98,24.76,28.235294,0.028098,24.82,1774.25,77.95,22.759958,112.67,39.4,31.76,124.06,76.9725
Past Single Match Attendee,General Population,High-Value Low-Price Gyms,0.031455,22.21,237.58,30.60,7.763889,0.036928,38.34,179.19,23.26,7.703467,85.18,132.59,131.55,100.78,112.525
Past Single Match Attendee,Other Seattle/Washington Sports Fans,High-Value Low-Price Gyms,0.031455,22.21,237.58,30.60,7.763889,0.046939,11.13,108.13,19.64,5.506379,67.01,219.72,155.83,141,145.89
Past Single Match Attendee,Local Gen Pop (Excl. Seattle Reign Fans),High-Value Low-Price Gyms,0.031455,22.21,237.58,30.60,7.763889,0.033979,13.6,148.12,22.61,6.550185,92.57,160.39,135.32,118.53,126.7025
Past Single Match Attendee,NWSL Fans,High-Value Low-Price Gyms,0.031455,22.21,237.58,30.60,7.763889,0.094010,14.35,232.37,22.09,10.517007,33.46,102.24,138.5,73.82,87.005
Full Matched Fanbase,Local Gen Pop (Excl. Seattle Reign Fans),Spanish Speaking,0.031319,15.94,148.33,27.22,5.450135,0.029751,14.39,165.73,29.15,5.686334,105.27,89.5,93.39,95.85,96.0025
Full Matched Fanbase,Other Seattle/Washington Sports Fans,Spanish Speaking,0.031319,15.94,148.33,27.22,5.450135,0.029483,10.32,44.45,18.74,2.371628,106.23,333.67,145.22,229.81,203.7325
Full Matched Fanbase,General Population,Spanish Speaking,0.031319,15.94,148.33,27.22,5.450135,0.045063,48.64,231.2,31.53,7.333209,69.50,64.16,86.34,74.32,73.58
Full Matched Fanbase,NWSL Fans,Spanish Speaking,0.031319,15.94,148.33,27.22,5.450135,0.168147,16.57,210.75,31.65,6.658385,18.63,70.38,86,81.85,64.215
Full Matched Fanbase,Other Seattle/Washington Sports Fans,Hyper Hydration,0.030981,45.86,184.77,71.15,2.596730,0.056874,52.03,208.56,90.52,2.303988,54.47,88.59,78.6,112.71,83.5925
Full Matched Fanbase,Local Gen Pop (Excl. Seattle Reign Fans),Hyper Hydration,0.030981,45.86,184.77,71.15,2.596730,0.025681,51.89,183.18,82.42,2.222436,120.64,100.87,86.32,116.84,106.1675
Full Matched Fanbase,NWSL Fans,Hyper Hydration,0.030981,45.86,184.77,71.15,2.596730,0.067159,49.51,152.13,71.2,2.136525,46.13,121.45,99.92,121.54,97.26
Full Matched Fanbase,General Population,Hyper Hydration,0.030981,45.86,184.77,71.15,2.596730,0.017467,64.13,167.46,80.96,2.06841,177.37,110.34,87.88,125.54,125.2825
Seattle Reign FC,NWSL Fans,Gun owners,0.030918,153.25,925.23,274.67,3.368534,0.016054,133.31,741.35,235.41,3.149119,192.59,124.8,116.68,106.97,135.26
Seattle Reign FC,Local Gen Pop (Excl. Seattle Reign Fans),Gun owners,0.030918,153.25,925.23,274.67,3.368534,0.021881,139.73,989.98,250.17,3.957209,141.30,93.46,109.79,85.12,107.4175
Seattle Reign FC,Other Seattle/Washington Sports Fans,Gun owners,0.030918,153.25,925.23,274.67,3.368534,0.032320,150.92,923.49,261.56,3.53068,95.66,100.19,105.01,95.41,99.0675
Seattle Reign FC,General Population,Gun owners,0.030918,153.25,925.23,274.67,3.368534,0.012477,268.59,810.21,220.93,3.667218,247.80,114.2,124.32,91.86,144.545
Full Matched Fanbase,General Population,Cycling,0.030812,44.39,1033.47,87.48,11.813699,0.010091,241.02,827.91,95.52,8.667192,305.34,124.83,91.58,136.3,164.5125
Full Matched Fanbase,Other Seattle/Washington Sports Fans,Cycling,0.030812,44.39,1033.47,87.48,11.813699,0.050247,46.18,1043.22,100.27,10.404455,61.32,99.07,87.25,113.54,90.295
Full Matched Fanbase,NWSL Fans,Cycling,0.030812,44.39,1033.47,87.48,11.813699,0.052860,43.06,894.25,87.46,10.22455,58.29,115.57,100.02,115.54,97.355
Full Matched Fanbase,Local Gen Pop (Excl. Seattle Reign Fans),Cycling,0.030812,44.39,1033.47,87.48,11.813699,0.020581,45.33,928.47,107.75,8.616646,149.71,111.31,81.19,137.1,119.8275
2025 Single Match Attendee,Local Gen Pop (Excl. Seattle Reign Fans),Spanish Speaking,0.030801,16.37,109.03,38.94,2.800000,0.029751,14.39,165.73,29.15,5.686334,103.53,65.79,133.61,49.24,88.0425
2025 Single Match Attendee,NWSL Fans,Spanish Speaking,0.030801,16.37,109.03,38.94,2.800000,0.168147,16.57,210.75,31.65,6.658385,18.32,51.73,123.03,42.05,58.7825
2025 Single Match Attendee,Other Seattle/Washington Sports Fans,Spanish Speaking,0.030801,16.37,109.03,38.94,2.800000,0.029483,10.32,44.45,18.74,2.371628,104.47,245.26,207.74,118.06,168.8825
2025 Single Match Attendee,General Population,Spanish Speaking,0.030801,16.37,109.03,38.94,2.800000,0.045063,48.64,231.2,31.53,7.333209,68.35,47.16,123.51,38.18,69.3
Single Match Buyers and Attendees,NWSL Fans,Premier League,0.002588,35.98,126.39,77.56,1.629630,0.009838,24.89,207.51,71.59,2.898668,26.31,60.91,108.34,56.22,62.945
Single Match Buyers and Attendees,General Population,Premier League,0.002588,35.98,126.39,77.56,1.629630,0.000444,84.21,180.48,80.23,2.249497,582.88,70.03,96.67,72.44,205.505
Single Match Buyers and Attendees,NWSL Fans,Flag Football,0.002492,10.36,165.69,50.09,3.307692,0.005323,126.52,348.33,136.55,2.550875,46.82,47.57,36.68,129.67,65.185
Single Match Buyers and Attendees,Other Seattle/Washington Sports Fans,Flag Football,0.002492,10.36,165.69,50.09,3.307692,0.003907,115.2,191.06,111.5,1.713568,63.78,86.72,44.93,193.03,97.115
Single Match Buyers and Attendees,General Population,Flag Football,0.002492,10.36,165.69,50.09,3.307692,0.000873,45.36,245.77,86.92,2.827565,285.45,67.42,57.63,116.98,131.87
2025 Single Match Buyer,Other Seattle/Washington Sports Fans,Hockey,0.134137,24.31,182.23,41.63,4.377246,0.404178,28.69,187.38,47.84,3.916561,33.19,97.25,87.01,111.76,82.3025
2025 Single Match Buyer,NWSL Fans,Hockey,0.134137,24.31,182.23,41.63,4.377246,0.328621,25.64,221.78,45.59,4.864453,40.82,82.17,91.31,89.98,76.07
2025 Single Match Buyer,Local Gen Pop (Excl. Seattle Reign Fans),Hockey,0.134137,24.31,182.23,41.63,4.377246,0.081755,27.36,182.85,49.03,3.729237,164.07,99.66,84.91,117.38,116.505
Email/Marketing Lead Only,Local Gen Pop (Excl. Seattle Reign Fans),Local Commuters,0.134078,3.07,127.77,14.63,8.736111,0.092471,2.94,200.7,13.45,14.925443,144.99,63.66,108.8,58.53,93.995
Email/Marketing Lead Only,NWSL Fans,Local Commuters,0.134078,3.07,127.77,14.63,8.736111,0.310025,2.93,208.28,8.49,24.529624,43.25,61.35,172.3,35.61,78.1275
Email/Marketing Lead Only,General Population,Local Commuters,0.134078,3.07,127.77,14.63,8.736111,0.074915,34.98,204.13,11.42,17.873362,178.97,62.59,128.1,48.88,104.635
Email/Marketing Lead Only,Other Seattle/Washington Sports Fans,Local Commuters,0.134078,3.07,127.77,14.63,8.736111,0.202806,3.02,176.18,13.71,12.853996,66.11,72.52,106.74,67.96,78.3325
Seattle Reign FC,General Population,Golfers,0.133712,48.69,460.63,116.69,3.947508,0.040379,115.21,355.4,105.17,3.379355,331.14,129.61,110.95,116.81,172.1275
Seattle Reign FC,Other Seattle/Washington Sports Fans,Golfers,0.133712,48.69,460.63,116.69,3.947508,0.098639,52.07,498.25,145.38,3.427292,135.56,92.45,80.27,115.18,105.865
Seattle Reign FC,NWSL Fans,Golfers,0.133712,48.69,460.63,116.69,3.947508,0.146849,37.59,415.85,94.18,4.415659,91.05,110.77,123.91,89.4,103.7825
Seattle Reign FC,Local Gen Pop (Excl. Seattle Reign Fans),Golfers,0.133712,48.69,460.63,116.69,3.947508,0.041127,50.54,414.81,127.19,3.261374,325.12,111.05,91.75,121.04,162.24
Full Matched Fanbase,General Population,Fans of Women's Sports (FOWS),0.133632,23.26,257.17,45.07,5.705622,0.003045,46.41,174.63,72.83,2.39776,4388.57,147.26,61.88,237.96,1208.9175
Full Matched Fanbase,Other Seattle/Washington Sports Fans,Fans of Women's Sports (FOWS),0.133632,23.26,257.17,45.07,5.705622,0.397335,23.29,105.29,35.13,2.99706,33.63,244.26,128.3,190.37,149.14
Full Matched Fanbase,Local Gen Pop (Excl. Seattle Reign Fans),Fans of Women's Sports (FOWS),0.133632,23.26,257.17,45.07,5.705622,0.062012,23.64,108.27,36.8,2.942111,215.49,237.53,122.47,193.93,192.355
Full Matched Fanbase,NWSL Fans,Fans of Women's Sports (FOWS),0.133632,23.26,257.17,45.07,5.705622,1.000000,23.17,111.83,36.43,3.069808,13.36,229.96,123.72,185.86,138.225
2025 Single Match Attendee,NWSL Fans,Fans of Women's Sports (FOWS),0.133470,24.03,350.55,53.68,6.530769,1.000000,23.17,111.83,36.43,3.069808,13.35,313.46,147.35,212.74,171.725
